0.069	0.069	1
0.094	0.094	2
0.121	0.121	3
0.135	0.135	4
0.159	0.159	5
0.258	0.258	6
0.397	0.397	7
0.514	0.514	8
0.552	0.552	9
0.664	0.664	10
0.932	0.932	11
0.938	0.938	12
0.997	0.997	13
1.157	1.157	14
1.273	1.273	15
1.296	1.296	16
1.417	1.417	17
1.500	1.500	18
1.514	1.514	19
1.653	1.653	20
1.707	1.707	21
2.038	2.038	22
2.085	2.085	23
2.321	2.321	24
2.560	2.560	25
2.679	2.679	26
2.927	2.927	27
2.990	2.990	28
3.125	3.125	29
3.287	3.287	30
3.523	3.523	31
3.681	3.681	32
3.925	3.925	33
4.077	4.077	34
4.313	4.313	35
4.561	4.561	36
4.671	4.671	37
4.807	4.807	38
4.941	4.941	39
5.029	5.029	40
5.381	5.381	41
5.515	5.515	42
5.543	5.543	43
5.639	5.639	44
5.686	5.686	45
5.941	5.941	46
6.171	6.171	47
6.568	6.568	48
6.620	6.620	49
6.661	6.661	50
6.711	6.711	51
6.748	6.748	52
6.830	6.830	53
6.904	6.904	54
7.039	7.039	55
7.061	7.061	56
7.124	7.124	57
7.336	7.336	58
7.471	7.471	59
7.602	7.602	60
7.649	7.649	61
7.736	7.736	62
7.835	7.835	63
7.837	7.837	64
7.961	7.961	65
8.087	8.087	66
8.173	8.173	67
8.182	8.182	68
8.212	8.212	69
8.248	8.248	70
8.360	8.360	71
8.393	8.393	72
8.434	8.434	73
8.721	8.721	74
9.054	9.054	75
9.099	9.099	76
9.211	9.211	77
9.253	9.253	78
9.442	9.442	79
9.499	9.499	80
9.755	9.755	81
9.773	9.773	82
10.186	10.186	83
10.323	10.323	84
10.484	10.484	85
10.698	10.698	86
10.855	10.855	87
10.898	10.898	88
11.025	11.025	89
11.172	11.172	90
11.361	11.361	91
11.578	11.578	92
11.711	11.711	93
11.816	11.816	94
11.991	11.991	95
12.142	12.142	96
12.321	12.321	97
12.363	12.363	98
12.396	12.396	99
12.481	12.481	100
12.554	12.554	101
