12.975	12.975	102
13.135	13.135	103
13.367	13.367	104
13.421	13.421	105
13.534	13.534	106
13.552	13.552	107
13.628	13.628	108
13.946	13.946	109
14.272	14.272	110
14.337	14.337	111
14.489	14.489	112
14.727	14.727	113
14.967	14.967	114
15.144	15.144	115
15.243	15.243	116
15.304	15.304	117
15.378	15.378	118
15.382	15.382	119
15.501	15.501	120
15.525	15.525	121
15.591	15.591	122
15.733	15.733	123
15.928	15.928	124
15.951	15.951	125
16.009	16.009	126
16.120	16.120	127
16.155	16.155	128
16.195	16.195	129
16.249	16.249	130
16.330	16.330	131
16.566	16.566	132
16.639	16.639	133
16.789	16.789	134
16.889	16.889	135
17.039	17.039	136
17.178	17.178	137
17.269	17.269	138
17.319	17.319	139
17.492	17.492	140
17.540	17.540	141
17.754	17.754	142
17.780	17.780	143
17.886	17.886	144
18.038	18.038	145
18.112	18.112	146
18.226	18.226	147
18.313	18.313	148
18.369	18.369	149
18.416	18.416	150
18.712	18.712	151
18.769	18.769	152
18.819	18.819	153
18.931	18.931	154
18.951	18.951	155
19.128	19.128	156
19.410	19.410	157
19.759	19.759	158
19.773	19.773	159
19.787	19.787	160
19.936	19.936	161
20.135	20.135	162
20.241	20.241	163
20.401	20.401	164
20.471	20.471	165
20.515	20.515	166
20.567	20.567	167
20.950	20.950	168
21.003	21.003	169
21.038	21.038	170
21.094	21.094	171
21.278	21.278	172
21.333	21.333	173
21.444	21.444	174
21.546	21.546	175
21.741	21.741	176
21.758	21.758	177
21.781	21.781	178
21.923	21.923	179
22.104	22.104	180
22.216	22.216	181
22.502	22.502	182
22.545	22.545	183
22.657	22.657	184
22.699	22.699	185
22.927	22.927	186
23.020	23.020	187
23.039	23.039	188
23.086	23.086	189
23.100	23.100	190
23.357	23.357	191
23.500	23.500	192
23.682	23.682	193
23.946	23.946	194
24.240	24.240	195
24.253	24.253	196
24.430	24.430	197
24.603	24.603	198
24.626	24.626	199
24.653	24.653	200
24.733	24.733	201
24.761	24.761	202
24.974	24.974	203
24.994	24.994	204
25.044	25.044	205
25.055	25.055	206
25.140	25.140	207
25.365	25.365	208
25.424	25.424	209
25.587	25.587	210
25.595	25.595	211
25.611	25.611	212
25.626	25.626	213
25.664	25.664	214
25.752	25.752	215
25.825	25.825	216
26.355	26.355	217
26.902	26.902	218
27.071	27.071	219
27.123	27.123	220
27.142	27.142	221
27.324	27.324	222
27.587	27.587	223
27.629	27.629	224
27.757	27.757	225
27.857	27.857	226
28.072	28.072	227
28.141	28.141	228
28.149	28.149	229
28.165	28.165	230
28.385	28.385	231
28.442	28.442	232
28.566	28.566	233
28.692	28.692	234
28.720	28.720	235
28.813	28.813	236
29.029	29.029	237
29.080	29.080	238
29.160	29.160	239
29.243	29.243	240
29.257	29.257	241
29.307	29.307	242
29.386	29.386	243
29.430	29.430	244
29.527	29.527	245
29.601	29.601	246
29.812	29.812	247
29.845	29.845	248
29.874	29.874	249
29.986	29.986	250
30.027	30.027	251
30.096	30.096	252
30.189	30.189	253
30.204	30.204	254
30.236	30.236	255
30.309	30.309	256
30.484	30.484	257
30.642	30.642	258
30.822	30.822	259
30.925	30.925	260
30.956	30.956	261
31.128	31.128	262
31.259	31.259	263
31.535	31.535	264
31.620	31.620	265
31.696	31.696	266
31.843	31.843	267
31.911	31.911	268
31.958	31.958	269
32.015	32.015	270
32.098	32.098	271
32.186	32.186	272
32.229	32.229	273
32.401	32.401	274
32.509	32.509	275
32.598	32.598	276
32.627	32.627	277
32.685	32.685	278
32.715	32.715	279
32.784	32.784	280
32.806	32.806	281
32.847	32.847	282
32.866	32.866	283
32.891	32.891	284
32.901	32.901	285
33.015	33.015	286
33.049	33.049	287
33.119	33.119	288
33.129	33.129	289
33.232	33.232	290
33.329	33.329	291
33.390	33.390	292
33.644	33.644	293
33.731	33.731	294
33.834	33.834	295
33.887	33.887	296
33.968	33.968	297
34.082	34.082	298
34.196	34.196	299
34.385	34.385	300
34.508	34.508	301
34.628	34.628	302
34.663	34.663	303
34.818	34.818	304
35.033	35.033	305
35.118	35.118	306
35.233	35.233	307
35.642	35.642	308
35.915	35.915	309
36.143	36.143	310
36.237	36.237	311
36.335	36.335	312
36.339	36.339	313
36.708	36.708	314
36.919	36.919	315
36.931	36.931	316
37.046	37.046	317
37.154	37.154	318
37.172	37.172	319
37.308	37.308	320
37.619	37.619	321
38.171	38.171	322
38.335	38.335	323
38.426	38.426	324
38.547	38.547	325
38.664	38.664	326
38.918	38.918	327
39.107	39.107	328
39.257	39.257	329
39.290	39.290	330
39.336	39.336	331
39.370	39.370	332
39.398	39.398	333
39.430	39.430	334
39.519	39.519	335
39.581	39.581	336
39.702	39.702	337
39.756	39.756	338
39.832	39.832	339
40.010	40.010	340
40.212	40.212	341
40.622	40.622	342
40.885	40.885	343
41.149	41.149	344
41.232	41.232	345
41.413	41.413	346
41.449	41.449	347
41.762	41.762	348
41.920	41.920	349
42.024	42.024	350
42.089	42.089	351
42.228	42.228	352
42.388	42.388	353
42.444	42.444	354
42.596	42.596	355
42.650	42.650	356
42.853	42.853	357
42.872	42.872	358
42.965	42.965	359
43.023	43.023	360
43.035	43.035	361
43.167	43.167	362
43.405	43.405	363
43.420	43.420	364
43.437	43.437	365
43.502	43.502	366
43.993	43.993	367
44.065	44.065	368
44.311	44.311	369
44.427	44.427	370
44.546	44.546	371
44.592	44.592	372
44.746	44.746	373
44.803	44.803	374
45.009	45.009	375
45.022	45.022	376
45.056	45.056	377
45.093	45.093	378
45.126	45.126	379
45.143	45.143	380
45.165	45.165	381
45.391	45.391	382
45.580	45.580	383
45.620	45.620	384
46.139	46.139	385
46.319	46.319	386
46.429	46.429	387
46.482	46.482	388
46.551	46.551	389
46.558	46.558	390
46.767	46.767	391
46.855	46.855	392
47.098	47.098	393
47.099	47.099	394
47.162	47.162	395
47.302	47.302	396
47.408	47.408	397
47.461	47.461	398
47.554	47.554	399
47.594	47.594	400
47.668	47.668	401
47.783	47.783	402
47.800	47.800	403
47.911	47.911	404
48.037	48.037	405
48.318	48.318	406
48.464	48.464	407
48.672	48.672	408
48.797	48.797	409
49.161	49.161	410
49.284	49.284	411
49.292	49.292	412
49.449	49.449	413
49.486	49.486	414
49.497	49.497	415
49.545	49.545	416
49.581	49.581	417
49.602	49.602	418
49.710	49.710	419
49.896	49.896	420
50.073	50.073	421
50.192	50.192	422
50.277	50.277	423
50.300	50.300	424
50.372	50.372	425
50.480	50.480	426
50.608	50.608	427
50.710	50.710	428
50.733	50.733	429
50.812	50.812	430
50.939	50.939	431
50.952	50.952	432
51.018	51.018	433
51.065	51.065	434
51.073	51.073	435
51.176	51.176	436
51.223	51.223	437
51.346	51.346	438
51.507	51.507	439
51.676	51.676	440
51.873	51.873	441
51.997	51.997	442
52.018	52.018	443
52.236	52.236	444
52.360	52.360	445
52.709	52.709	446
52.845	52.845	447
52.924	52.924	448
53.510	53.510	449
53.724	53.724	450
53.746	53.746	451
53.853	53.853	452
54.111	54.111	453
54.181	54.181	454
54.269	54.269	455
54.359	54.359	456
54.393	54.393	457
54.415	54.415	458
54.429	54.429	459
54.496	54.496	460
54.967	54.967	461
55.477	55.477	462
55.598	55.598	463
55.680	55.680	464
55.907	55.907	465
55.975	55.975	466
56.048	56.048	467
56.471	56.471	468
56.550	56.550	469
56.578	56.578	470
56.633	56.633	471
56.734	56.734	472
56.736	56.736	473
56.918	56.918	474
56.948	56.948	475
57.141	57.141	476
57.416	57.416	477
57.455	57.455	478
57.457	57.457	479
57.563	57.563	480
57.775	57.775	481
57.777	57.777	482
57.861	57.861	483
57.948	57.948	484
57.973	57.973	485
58.160	58.160	486
58.265	58.265	487
58.339	58.339	488
58.341	58.341	489
58.381	58.381	490
58.495	58.495	491
58.524	58.524	492
58.726	58.726	493
58.773	58.773	494
58.836	58.836	495
58.922	58.922	496
59.017	59.017	497
59.053	59.053	498
59.105	59.105	499
59.106	59.106	500
59.248	59.248	501
59.598	59.598	502
59.659	59.659	503
59.717	59.717	504
59.977	59.977	505
60.031	60.031	506
60.134	60.134	507
60.169	60.169	508
60.259	60.259	509
60.297	60.297	510
60.640	60.640	511
60.936	60.936	512
61.092	61.092	513
61.254	61.254	514
61.401	61.401	515
61.593	61.593	516
61.702	61.702	517
61.879	61.879	518
62.538	62.538	519
62.593	62.593	520
62.725	62.725	521
62.833	62.833	522
63.043	63.043	523
63.167	63.167	524
63.399	63.399	525
63.402	63.402	526
63.676	63.676	527
63.850	63.850	528
64.035	64.035	529
64.172	64.172	530
64.360	64.360	531
64.641	64.641	532
64.775	64.775	533
64.878	64.878	534
64.920	64.920	535
64.921	64.921	536
64.947	64.947	537
65.107	65.107	538
65.460	65.460	539
65.601	65.601	540
65.837	65.837	541
66.141	66.141	542
66.691	66.691	543
66.778	66.778	544
67.269	67.269	545
67.755	67.755	546
67.782	67.782	547
67.819	67.819	548
67.840	67.840	549
68.192	68.192	550
68.417	68.417	551
68.591	68.591	552
68.708	68.708	553
68.832	68.832	554
68.902	68.902	555
69.075	69.075	556
69.200	69.200	557
69.388	69.388	558
69.502	69.502	559
69.529	69.529	560
69.895	69.895	561
70.099	70.099	562
70.214	70.214	563
70.661	70.661	564
70.759	70.759	565
70.921	70.921	566
70.954	70.954	567
70.983	70.983	568
71.058	71.058	569
71.092	71.092	570
71.380	71.380	571
71.446	71.446	572
71.943	71.943	573
72.028	72.028	574
72.168	72.168	575
72.261	72.261	576
72.300	72.300	577
72.583	72.583	578
72.781	72.781	579
72.811	72.811	580
72.898	72.898	581
72.982	72.982	582
73.066	73.066	583
73.191	73.191	584
73.348	73.348	585
73.368	73.368	586
73.417	73.417	587
73.964	73.964	588
74.119	74.119	589
74.180	74.180	590
74.332	74.332	591
74.603	74.603	592
74.648	74.648	593
74.680	74.680	594
74.697	74.697	595
74.820	74.820	596
74.884	74.884	597
74.904	74.904	598
75.022	75.022	599
75.049	75.049	600
75.068	75.068	601
75.313	75.313	602
75.333	75.333	603
75.656	75.656	604
75.751	75.751	605
75.968	75.968	606
76.244	76.244	607
76.481	76.481	608
76.634	76.634	609
76.777	76.777	610
76.798	76.798	611
77.174	77.174	612
77.274	77.274	613
77.891	77.891	614
77.916	77.916	615
78.132	78.132	616
78.168	78.168	617
78.495	78.495	618
78.525	78.525	619
78.590	78.590	620
78.658	78.658	621
78.809	78.809	622
78.846	78.846	623
78.856	78.856	624
79.630	79.630	625
79.877	79.877	626
79.912	79.912	627
80.142	80.142	628
80.284	80.284	629
80.345	80.345	630
80.586	80.586	631
80.658	80.658	632
80.751	80.751	633
80.828	80.828	634
81.426	81.426	635
81.484	81.484	636
81.598	81.598	637
81.685	81.685	638
81.850	81.850	639
81.903	81.903	640
82.334	82.334	641
82.403	82.403	642
82.492	82.492	643
82.542	82.542	644
82.552	82.552	645
82.708	82.708	646
82.896	82.896	647
83.027	83.027	648
83.475	83.475	649
84.105	84.105	650
84.245	84.245	651
84.556	84.556	652
84.898	84.898	653
85.250	85.250	654
85.367	85.367	655
85.757	85.757	656
85.897	85.897	657
86.337	86.337	658
86.595	86.595	659
86.693	86.693	660
86.732	86.732	661
86.734	86.734	662
87.349	87.349	663
87.564	87.564	664
87.735	87.735	665
88.069	88.069	666
88.236	88.236	667
88.509	88.509	668
89.149	89.149	669
89.358	89.358	670
89.510	89.510	671
89.640	89.640	672
89.730	89.730	673
89.865	89.865	674
90.254	90.254	675
91.411	91.411	676
91.454	91.454	677
91.488	91.488	678
91.865	91.865	679
92.180	92.180	680
92.264	92.264	681
92.470	92.470	682
92.735	92.735	683
92.885	92.885	684
92.973	92.973	685
93.079	93.079	686
93.128	93.128	687
93.441	93.441	688
93.801	93.801	689
94.039	94.039	690
94.225	94.225	691
94.277	94.277	692
94.329	94.329	693
94.940	94.940	694
95.459	95.459	695
95.560	95.560	696
96.139	96.139	697
96.585	96.585	698
96.662	96.662	699
96.786	96.786	700
96.881	96.881	701
96.914	96.914	702
96.963	96.963	703
97.086	97.086	704
97.602	97.602	705
98.254	98.254	706
98.297	98.297	707
98.350	98.350	708
98.926	98.926	709
99.285	99.285	710
99.324	99.324	711
99.416	99.416	712
100.521	100.521	713
100.709	100.709	714
100.849	100.849	715
101.330	101.330	716
101.457	101.457	717
101.501	101.501	718
101.525	101.525	719
102.072	102.072	720
102.143	102.143	721
103.024	103.024	722
103.050	103.050	723
103.738	103.738	724
104.093	104.093	725
104.267	104.267	726
104.286	104.286	727
104.300	104.300	728
104.890	104.890	729
105.450	105.450	730
105.828	105.828	731
106.347	106.347	732
106.918	106.918	733
106.934	106.934	734
